obs_date,mars_equities_portfolio,mars_bonds_portfolio,mars_commodities_portfolio,mars_inflation_portfolio
9/30/1983,-0.018331831,-0.007063115,-0.019901154,0.005774229
10/31/1983,0.021704454,0.008353114,-0.006446303,-0.004556311
11/30/1983,0.0076219,-0.000627325,0.041614318,-0.001298096
12/31/1983,0.006970592,0.008215335,0.002422799,0.000634323
1/31/1984,-0.039418144,-0.012566043,-0.00262165,0.009794572
2/29/1984,0.032312679,-0.014875108,0.039997536,0.004051173
3/31/1984,-0.000620425,-0.009414435,-0.019759828,0.003483883
4/30/1984,-0.077616782,-0.044543915,0.019989089,0.016782094
5/31/1984,0.011516555,0.006251162,-0.031002114,-0.005929848
6/30/1984,-0.028192638,0.035649817,-0.078638112,-0.017765293
7/31/1984,0.085050662,0.012863537,0.032919089,0.002994349
8/31/1984,0.002448936,0.016886784,-0.016135419,-0.003097159
9/30/1984,0.005818775,0.035111062,-0.004706484,0.001880216
10/31/1984,-0.006390851,0.011262542,-0.003586729,0.000802648
11/30/1984,0.021901381,0.001773729,-0.027253379,0.001669304
12/31/1984,0.051890846,0.019024716,0.005804148,0.001258434
1/31/1985,0.009227727,-0.033997133,-0.019626431,0.017000451
2/28/1985,0.001113784,0.015820731,0.035352519,-0.00407238
3/31/1985,-0.008702303,0.016377468,-0.040076485,-0.003346842
4/30/1985,0.043353123,0.048695179,-0.00670473,-0.008698647
5/31/1985,0.005052614,0.005756455,-0.03509132,0.002830794
6/30/1985,-0.012369907,-0.00552692,-0.029310586,0.004189034
7/31/1985,0.006673888,0.016435632,0.008846057,0.002293416
8/31/1985,-0.022727589,0.006667619,0.049164623,0.001330606
9/30/1985,0.037452582,0.008024904,0.063703083,0.00251427
10/31/1985,0.03302301,0.021952221,0.01137802,-0.002145737
11/30/1985,0.039425268,0.032677619,-0.024590713,-0.009831949
12/31/1985,-0.00425708,-0.00084109,-0.101257577,-0.004211077
1/31/1986,0.04930743,0.052816945,-0.04102053,-0.015190633
2/28/1986,0.089862764,0.053999381,-0.007944186,-0.017722379
3/31/1986,-0.00836711,0.006467448,0.049719184,0.010086539
4/30/1986,0.018631039,-0.037814359,-0.043398175,0.009216405
5/31/1986,0.00799563,0.035241597,0.031734853,-0.005570369
6/30/1986,-0.017578721,0.000288013,0.004520266,0.007162687
7/31/1986,0.077361729,0.022867865,0.077834539,0.00036661
8/31/1986,-0.040558956,-0.030619014,-0.030274944,0.013800611
9/30/1986,0.002057642,0.001942978,0.006002771,-0.006626265
10/31/1986,0.024848659,0.004830239,0.025632747,0.005943151
11/30/1986,0.006463262,0.00102578,-0.012356733,-0.001637468
12/31/1986,0.082428104,0.01090771,0.051071245,0.010014794
1/31/1987,0.021179586,0.005081176,-0.066284066,-0.003539606
2/28/1987,0.032697259,-0.000327535,0.072719014,0.008755096
3/31/1987,0.0354393,-0.01672844,0.044202013,0.004477355
4/30/1987,0.011074975,-0.012633843,0.040444883,0.007903788
5/31/1987,0.003864088,-0.006996963,0.030014964,0.000585304
6/30/1987,0.026871481,-0.024411325,0.038751893,0.012910793
7/31/1987,0.02907057,-0.012186378,-0.025679326,0.004484326
8/31/1987,-0.006969577,-0.04128858,0.002027239,0.008591023
9/30/1987,-0.223490148,0.054598624,0.004995236,-0.022917839
10/31/1987,-0.060303038,-0.000251842,-0.005216189,0.002598466
11/30/1987,-0.003991624,0.00983752,-0.033213454,-0.007824311
12/31/1987,0.049197094,0.037198461,0.021469751,-0.004224262
1/31/1988,0.052495713,0.006466652,-0.016040011,0.005187836
2/29/1988,0.001625202,-0.017406968,0.044257468,0.010349962
3/31/1988,0.012102385,-0.01145141,0.025749733,0.004745492
4/30/1988,-0.018021196,-0.014179361,0.029123712,0.005498295
5/31/1988,0.034977797,0.014484554,-0.033795129,-0.008201987
6/30/1988,0.013839491,-0.013056157,0.000461034,0.006255785
7/31/1988,-0.045954731,-0.012947421,-0.013277374,0.000366506
8/31/1988,0.031855853,0.026135076,-0.033762798,0.00190667
9/30/1988,0.015428886,0.018756106,0.0408874,4.29E-05
10/31/1988,0.008869757,-0.020543179,0.049416825,0.007796109
11/30/1988,0.01738289,-0.005375222,0.063761505,0.000875804
12/31/1988,0.051681896,0.008731422,-0.003318658,-0.00150439
1/31/1989,-0.026198946,-0.021218697,0.035450565,0.01127032
2/28/1989,0.013191057,-0.000678225,0.057631334,-0.001163029
3/31/1989,0.017614683,0.008846469,0.024395664,-0.002028554
4/30/1989,0.015755474,0.015791329,-0.02070396,-0.005839056
5/31/1989,-0.018826403,0.023370386,0.027473469,-0.003543249
6/30/1989,0.068749835,0.021934948,-0.035396841,-0.001737143
7/31/1989,0.001971485,-0.021836034,0.027262221,0.010498402
8/31/1989,0.00198419,-0.008216809,0.051580691,0.006292233
9/30/1989,-0.032935496,0.013561891,-0.013907824,-0.005299793
10/31/1989,0.029607288,-0.000550194,0.009546742,-6.01E-05
11/30/1989,0.018048677,-0.004860858,0.081226018,0.003469272
12/31/1989,-0.058098503,-0.036595654,-0.011478755,0.01346145
1/31/1990,-0.040030262,-0.016695507,-0.009386158,0.006314683
2/28/1990,-0.045659486,-0.008873058,0.000664248,-5.45E-06
3/31/1990,-0.02079621,-0.021697501,-0.017311543,0.004114081
4/30/1990,0.079884893,0.030345898,-0.014184264,-0.007778075
5/31/1990,-0.021840276,0.00686313,-0.021903354,-0.003839914
6/30/1990,-0.023408306,0.00325145,0.072422779,0.004248419
7/31/1990,-0.114510824,-0.030815138,0.147077191,0.012251557
8/31/1990,-0.127858806,-0.006201924,0.200753283,0.003250052
9/30/1990,0.055482591,0.023765552,-0.069102849,-0.012078481
10/31/1990,-0.014996451,0.027471714,-0.073846904,-0.011499677
11/30/1990,0.021672551,0.011896515,-0.025767586,-0.003041048
12/31/1990,0.015643573,0.016452846,-0.104095532,-0.006861438
1/31/1991,0.090046468,0.009416116,0.009129924,0.009029743
2/28/1991,0.012256365,-0.00153457,0.032309661,0.007409384
3/31/1991,0.000179186,0.004745859,0.017149847,0.002600617
4/30/1991,0.023463168,0.00112874,-0.005295786,0.00246974
5/31/1991,-0.055175465,-0.010509887,-0.028341084,0.001260268
6/30/1991,0.032141197,0.00991617,0.044650409,0.002816985
7/31/1991,-0.009437298,0.022440635,0.010788241,-0.002482407
8/31/1991,0.002261786,0.026162383,0.003296163,-0.006562682
9/30/1991,0.009736794,0.004544943,0.023913893,0.001091262
10/31/1991,-0.057449721,0.006700462,-0.045021252,-0.000868833
11/30/1991,0.03803745,0.042585084,-0.077130257,-0.011596459
12/31/1991,-0.008069767,-0.019049095,0.023797412,0.013370105
1/31/1992,-0.008791741,0.005181894,-0.01401747,-6.97E-06
