,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last
security,AUDUSD Index,BCOMCOT Index,BCOMGCTR Index,EURUSD Index,GBPUSD Index,I02981JP Index,LEATTREU Index,LSG1TRGU Index,LUATTRUU Index,NKYTR Index,SPXT Index,SX5T Index,TUKXG Index,USDCNH Index,USDJPY Index
date,,,,,,,,,,,,,,,
28/06/2023,0.66,956.076,447.8794,1.0913,1.2636,138.7668,232.0882,217.5319,2235.07,57612.4,9400.3,10044.61,7871.54,7.2432,144.48
29/06/2023,0.6616,959.691,446.9424,1.0865,1.2613,138.8516,230.8316,217.0174,2217.54,57744.08,9443.46,10067.61,7842.45,7.2686,144.76
30/06/2023,0.6664,971.422,449.687,1.0909,1.2703,138.5919,230.9831,216.7168,2223.1,57670.18,9559.67,10170.26,7905.25,7.2677,144.31
03/07/2023,0.6673,962.054,449.9058,1.0912,1.2693,138.5159,230.484,216.1664,2217.54,58650.71,9571.35,10168.07,7900.77,7.2529,144.68
04/07/2023,0.6692,,,1.0879,1.2713,138.6855,229.9099,216.4363,,58075.89,,10151.52,7892.85,7.2279,144.47
05/07/2023,0.6655,988.111,449.4778,1.0854,1.2704,138.8669,229.9385,215.2353,2210.29,57930.24,9553.69,10059.41,7811.38,7.2621,144.66
06/07/2023,0.6626,986.579,446.8146,1.0889,1.274,138.7436,227.6612,212.1192,2197.55,56947.3,9478.73,9764.32,7642.52,7.2556,144.07
07/07/2023,0.669,1011.865,450.869,1.0967,1.2839,138.2633,227.6554,212.0558,2196.43,56279.01,9453.1,9800.47,7617.79,7.2324,142.21
10/07/2023,0.6675,1002.251,450.7169,1.1001,1.2861,137.6175,227.4646,212.2138,2203.48,55933.76,9475.9,9846.52,7635.47,7.2294,141.31
11/07/2023,0.6686,1024.316,452.2012,1.1009,1.2933,137.862,227.0972,211.9694,2206.1,55957.81,9539.95,9916.03,7644.64,7.2119,140.36
12/07/2023,0.6787,1033.816,457.9647,1.1129,1.2988,137.5387,228.5732,213.9374,2221.22,55506.65,9610.87,10086.99,7784.87,7.1657,138.5
13/07/2023,0.6889,1049.486,458.5165,1.1226,1.3136,137.545,229.9827,215.2347,2234.31,56332.72,9693.3,10159.4,7815.65,7.1504,138.05
14/07/2023,0.6838,1031.826,458.7033,1.1228,1.3093,137.31,229.8544,215.7233,2226.14,56283.94,9683.69,10178.71,7809.73,7.1584,138.8
17/07/2023,0.6816,1017.821,457.0962,1.1236,1.3073,137.31,230.0342,215.2905,2228.21,,9721.03,10078.5,7780.15,7.1784,138.71
18/07/2023,0.6811,1032.697,462.7765,1.1229,1.3036,137.1512,232.0847,217.244,2230.47,56462.27,9790.2,10108.43,7829.81,7.1929,138.83
19/07/2023,0.6772,1031.285,462.8444,1.1201,1.294,137.4089,231.3704,220.1666,2237.32,57161.04,9813.46,10091.19,7971.11,7.2318,139.65
20/07/2023,0.6779,1033.522,460.6665,1.113,1.2868,137.6121,230.4479,218.904,2224.98,56456.41,9748.1,10117.69,8031.88,7.1751,140.07
21/07/2023,0.6729,1050.232,459.7027,1.1124,1.2854,137.5537,230.9817,218.9671,2225.69,56132.74,9751.26,10158.58,8050.45,7.1881,141.73
24/07/2023,0.6739,1070.646,458.9194,1.1064,1.2829,138.0768,231.5108,219.137,2221.61,56822.04,9790.76,10143.25,8066.06,7.1863,141.48
25/07/2023,0.6792,1079.935,459.3999,1.1055,1.2902,137.9163,231.142,218.6598,2219.27,56790.02,9818.49,10162.4,8079.94,7.1372,140.9
26/07/2023,0.6758,1071.875,461.0044,1.1086,1.2941,138.1023,230.4454,218.7491,2223.49,56765.4,9817.11,10057.91,8064.28,7.1532,140.24
27/07/2023,0.6709,1087.3,455.4977,1.0979,1.2796,138.2038,230.5905,218.0836,2206.79,57152.58,9754.72,10292.32,8083.99,7.1705,139.48
28/07/2023,0.665,1095.422,458.9377,1.1016,1.2851,137.263,230.4893,217.9209,2212.62,56927.7,9852.01,10336.42,8085.57,7.1526,141.16
31/07/2023,0.6717,1109.351,461.2748,1.0997,1.2835,136.3235,230.6123,218.4988,2215.23,57645.38,9866.77,10347.55,8090.98,7.1461,142.29
01/08/2023,0.6613,1103.247,454.3636,1.0984,1.2777,136.1753,229.506,216.873,2204.5,58174.28,9840.71,10201.56,8056.15,7.1856,143.34
02/08/2023,0.6538,1081.729,453.5582,1.0938,1.2711,135.9046,229.7384,216.7559,2200.31,56838.13,9704.63,10037.13,7946.19,7.2009,143.32
03/08/2023,0.6551,1106.446,452.2013,1.0949,1.2709,135.5602,229.1307,215.1328,2187.09,55885.12,9680.36,9963.36,7923.73,7.182,142.58
04/08/2023,0.657,1120.85,453.9448,1.1006,1.2749,135.3411,229.4015,216.5233,2203.69,55943.28,9629.77,10028.82,7960.78,7.1879,141.76
07/08/2023,0.6573,1110.371,452.7446,1.1002,1.2784,135.5299,229.0979,215.4551,2199.75,56050.74,9716.91,10042.93,7950.38,7.2012,142.5
08/08/2023,0.6544,1120.078,450.4904,1.0956,1.2748,135.8207,231.0306,216.711,2207.78,56264.02,9676,9930.29,7921.89,7.2371,143.38
09/08/2023,0.6528,1136.587,448.4194,1.0974,1.2719,136.324,230.6077,216.873,2209.15,55963.91,9608.73,9996.23,7984.91,7.2293,143.73
10/08/2023,0.6515,1122.632,448.095,1.0981,1.2676,136.0707,230.1102,216.9186,2196.98,56432.1,9612.36,10150.69,8052.18,7.2427,144.75
11/08/2023,0.6496,1126.722,447.6324,1.0949,1.2696,136.0707,228.8918,214.0707,2191,,9603.45,10006.8,7952.36,7.2601,144.96
14/08/2023,0.6487,1118.982,447.2333,1.0906,1.2683,135.6393,228.5875,213.4418,2188.32,55713.15,9659.26,10027.41,7934.39,7.2793,145.56
15/08/2023,0.6455,1103.052,445.275,1.0905,1.2705,135.6042,227.8388,212.8826,2185.44,56024.18,9549.17,9930.94,7810.19,7.3242,145.57
16/08/2023,0.6424,1086.724,443.7533,1.0879,1.2732,135.6417,228.196,212.2766,2179.63,55203.82,9478.54,9920.98,7775.57,7.3363,146.35
17/08/2023,0.6404,1095.394,440.8043,1.0872,1.2747,135.2268,227.5049,210.5484,2178.23,54959.11,9407.27,9790.27,7733.73,7.3041,145.84
18/08/2023,0.6406,1104.589,441.1688,1.0873,1.2734,135.4135,228.4602,211.2198,2181.98,54654.58,9406.5,9755.83,7683.18,7.3064,145.39
21/08/2023,0.6414,1101.545,442.8611,1.0896,1.2756,135.246,227.2841,210.5045,2172.09,54854.22,9471.39,9783.43,7678.3,7.2892,146.22
22/08/2023,0.6423,1096.468,443.6177,1.0846,1.2732,135.0454,228.2922,211.6694,2173.88,55360.04,9445.22,9865.62,7691.99,7.3065,145.89
23/08/2023,0.648,1085.494,448.7737,1.0863,1.2727,134.9285,230.3861,214.9461,2191.1,55626.88,9549.73,9880.23,7744.65,7.2877,144.84
24/08/2023,0.6417,1086.703,448.6099,1.081,1.2602,135.2043,230.3323,215.9852,2185.9,56108.16,9421.47,9800.45,7767.32,7.2806,145.83
25/08/2023,0.6404,1100.363,447.0175,1.0796,1.2578,135.1803,229.6421,215.7404,2185.62,54956.13,9485.89,9809.78,7772.56,7.2948,146.44
28/08/2023,0.6429,1099.804,448.8063,1.0819,1.2602,135.1428,229.4476,215.7909,2188.82,55904.46,9545.44,9942.79,,7.2933,146.54
29/08/2023,0.6481,1113.606,453.0921,1.088,1.2644,135.3268,230.3562,215.8908,2200.48,56003.48,9684.22,10018.69,7906.44,7.284,145.88
30/08/2023,0.6475,1118.1,454.9813,1.0923,1.2721,135.2001,230.1499,216.1321,2200.09,56223.19,9722.96,9992.85,7915.63,7.3031,146.24
31/08/2023,0.6484,1139.124,453.412,1.0843,1.2673,135.1834,231.3351,217.3456,2203.75,56720.29,9709.68,9950.7,7888.85,7.2755,145.54
01/09/2023,0.6456,1161.858,453.7565,1.078,1.259,135.5034,230.18,216.31,2194.16,56879.01,9727.64,9917.21,7915.79,7.2703,146.22
04/09/2023,0.6461,,,1.0796,1.2625,135.3529,229.4535,214.9661,,57276.44,,9910.79,7903.31,7.2755,146.47
05/09/2023,0.6379,1182.103,450.6828,1.0722,1.2564,135.2205,228.939,214.366,2184.49,57446.12,9687.26,9885.98,7887.58,7.3055,147.72
06/09/2023,0.6382,1189.63,448.811,1.0727,1.2507,135.3059,228.1637,214.0808,2181.57,57801.3,9619.98,9814.44,7875.08,7.3208,147.66
07/09/2023,0.6376,1180.879,448.4853,1.0696,1.2472,135.2429,228.764,215.1747,2186.36,57366.69,9590.4,9774.5,7893.27,7.3422,147.3
08/09/2023,0.6376,1190.641,448.5981,1.07,1.2468,135.2608,229.1077,216.2793,2187.53,56698.55,9604.77,9811.95,7931.94,7.3647,147.83
11/09/2023,0.6431,1191.146,449.8373,1.075,1.2509,134.5823,228.3509,214.8605,2184.56,56456.71,9669.36,9851.65,7951.76,7.3024,146.59
12/09/2023,0.6426,1208.877,447.1089,1.0754,1.249,134.577,228.3239,215.7834,2186.68,56993.34,9614.66,9823.72,7984.28,7.3014,147.08
13/09/2023,0.6422,1207.146,446.5746,1.073,1.249,134.6944,227.9348,217.204,2188.6,56871.88,9626.68,9780.21,7982.65,7.2719,147.46
14/09/2023,0.644,1230.061,446.7103,1.0643,1.2409,134.8059,229.1844,218.678,2183.84,57674.5,9710.54,9910.51,8139.18,7.2902,147.47
15/09/2023,0.6432,1229.976,449.8738,1.0657,1.2383,134.8277,227.6304,216.9751,2179.77,58309.16,9592.86,9945.95,8179.81,7.2807,147.85
18/09/2023,0.6437,1231.193,451.7387,1.0692,1.2383,134.8277,226.8808,216.1238,2181.82,,9599.93,9833.37,8117.82,7.291,147.61
19/09/2023,0.6454,1228.435,451.8753,1.0679,1.2392,134.625,226.7723,216.8193,2176.12,57804.91,9579.27,9826,8125.51,7.3036,147.86
20/09/2023,0.6448,1218.323,455.0417,1.0661,1.2344,134.5958,227.3555,218.5857,2175.28,57424.43,9489.92,9907.63,8201.31,7.3074,148.34
21/09/2023,0.6416,1218.237,448.7479,1.0661,1.2298,134.53,226.8995,217.9024,2161.93,56637.15,9334.59,9760.75,8145.05,7.3141,147.59
22/09/2023,0.6441,1211.597,450.2028,1.0653,1.2241,134.5019,226.6107,218.1292,2168.91,56343.94,9313.3,9748.18,8150.66,7.299,148.37
25/09/2023,0.6424,1210.666,448.321,1.0593,1.2211,134.627,225.7712,216.7456,2156.25,56824.24,9350.9,9655.98,8087.1,7.3157,148.88
26/09/2023,0.6397,1216.601,444.4987,1.0572,1.2158,134.5185,225.4768,216.5793,2154.92,56192.03,9213.72,9567.49,8088.94,7.3101,149.07
27/09/2023,0.6353,1236.992,437.8736,1.0503,1.2135,134.5319,224.9824,216.5416,2148.73,56290.89,9216.02,9573.29,8054.47,7.3242,149.63
28/09/2023,0.6427,1220.712,435.0906,1.0566,1.2203,134.3826,222.9756,213.2743,2153.6,55813.22,9271.55,9642.51,8071.87,7.2948,149.31
29/09/2023,0.6435,1209.916,432.2604,1.0573,1.2199,134.2199,225.1727,215.1456,2155.06,55787.13,9246.74,9672.88,8078.48,7.2928,149.37
02/10/2023,0.6363,1193.05,428.0758,1.0477,1.2087,134.0505,224.1285,212.7765,2143.02,55615.97,9247.51,9587.08,7975.1,7.3227,149.86
03/10/2023,0.6302,1194.97,426.8188,1.0467,1.2077,134.0257,223.1806,212.1551,2129.94,54701.98,9121.14,9489.67,7932.03,7.3228,149.02
04/10/2023,0.6325,1128.158,425.3297,1.0504,1.2135,133.5656,223.3502,212.1716,2140.8,53456.81,9195.14,9499.52,7870.76,7.3164,149.12
05/10/2023,0.637,1107.557,424.6979,1.055,1.2192,133.5911,224.0788,212.999,2141.28,54417.27,9184.81,9499.44,7913.28,7.3064,148.51
06/10/2023,0.6386,1114.289,427.8681,1.0586,1.2237,133.533,223.7781,211.9284,2132.6,54275.97,9294.82,9602.82,7958.99,7.3094,149.32
09/10/2023,0.6411,1159.961,432.489,1.0567,1.2238,133.533,225.3654,213.5129,,,9353.41,9531.49,7956.48,7.2928,148.51
10/10/2023,0.6432,1156.514,435.1055,1.0605,1.2287,133.7355,225.734,214.5234,2150.02,55592.58,9402.31,9746.25,8100.9,7.2878,148.71
11/10/2023,0.6414,1136.032,437.9547,1.062,1.2313,133.8901,226.866,217.1705,2159.48,55925.26,9443.13,9735.98,8092.22,7.301,149.17
12/10/2023,0.6314,1137.812,437.0223,1.0528,1.2175,134.2522,225.9012,215.531,2142.69,56902.66,9385.16,9730.03,8121.58,7.3098,149.81
13/10/2023,0.6296,1198.756,450.6647,1.051,1.2143,134.1207,226.1287,215.8812,2153.07,56589.78,9338.09,9586.08,8073.58,7.3133,149.57
16/10/2023,0.6342,1184.936,449.1954,1.056,1.2217,134.1417,225.7046,214.2995,2143.41,55439.44,9437.31,9617.92,8106.55,7.3085,149.51
17/10/2023,0.6365,1189.006,449.5876,1.0577,1.2183,133.7442,224.3267,213.6964,2130.35,56107.08,9436.36,9623.63,8153.91,7.3256,149.81
18/10/2023,0.6336,1211.471,457.2265,1.0536,1.214,133.4433,223.5251,211.8096,2124.22,56110.51,9309.92,9515.96,8061.26,7.3277,149.93
19/10/2023,0.6329,1222.26,460.1287,1.0582,1.2144,133.0897,223.7416,211.2072,2116.19,55039.46,9231.73,9479.95,7969.16,7.3365,149.8
20/10/2023,0.6314,1220.831,463.4268,1.0594,1.2164,132.9986,224.3969,211.2534,2124.45,54739.56,9115.84,9327.8,7865.67,7.3271,149.86
23/10/2023,0.6336,1191.827,462.1009,1.067,1.2249,132.6721,224.7751,212.1518,2132.44,54284.6,9100.49,9367.71,7836.65,7.3104,149.71
24/10/2023,0.6355,1171.444,461.7743,1.059,1.216,132.8268,225.1523,213.2373,2136.46,54394.57,9166.8,9422.44,7852.45,7.3144,149.91
25/10/2023,0.6309,1197.961,463.889,1.0566,1.2112,132.882,224.3823,212.5335,2123.13,54758.05,9035.4,9440.95,7878.63,7.3299,150.23
26/10/2023,0.6322,1170.313,464.5392,1.0563,1.2129,132.5961,224.9941,212.5509,2134.72,53588.04,8928.63,9385.44,7815.12,7.3248,150.4
27/10/2023,0.6335,1199.392,464.864,1.0565,1.2122,132.6401,225.3116,213.5576,2136.15,54272.89,8885.94,9304.22,7747.87,7.3334,149.66
30/10/2023,0.6374,1161.605,466.7227,1.0615,1.217,132.467,225.8452,213.1668,2132.26,53757.28,8993.46,9336.58,7786.23,7.3253,149.1
31/10/2023,0.6337,1143.887,464.1625,1.0575,1.2153,132.0075,226.0697,214.1898,2129.02,54040.84,9052.31,9416.65,7780.21,7.3416,151.68
01/11/2023,0.6393,1138.81,462.649,1.057,1.2152,131.868,226.7259,214.6938,2146.38,55340.93,9147.45,9489.23,7802.22,7.3357,150.95
02/11/2023,0.6434,1168.853,464.1146,1.0622,1.2203,132.2669,227.6512,216.3728,2156.64,55950.77,9320.56,9670.27,7913.12,7.3266,150.45
03/11/2023,0.6513,1142.648,465.5107,1.0731,1.238,132.2669,228.8264,218.1241,2168.61,,9408.56,9681.98,7882.52,7.2888,149.39
06/11/2023,0.6489,1147.063,463.2506,1.0718,1.2344,132.7584,227.5347,216.9248,2160,57280.46,9425.34,9644.79,7882.55,7.2826,150.07
07/11/2023,0.6436,1099.157,459.8015,1.07,1.23,132.7675,228.6407,218.6929,2169.03,56515.76,9452.28,9632.58,7874.35,7.2812,150.37
08/11/2023,0.6402,1072.075,456.219,1.0709,1.2285,133.1802,229.4154,219.5999,2176.74,56332.23,9462.25,9690.83,7865.5,7.2871,150.98
09/11/2023,0.6367,1078.255,459.0526,1.0668,1.2223,133.4909,229.0422,219.0378,2159.65,57172.98,9387.59,9808.44,7934.33,7.2979,151.35
10/11/2023,0.6361,1095.985,451.6714,1.0686,1.2227,133.3357,228.2291,218.2395,2162.2,57037.48,9535.63,9734.59,7833.1,7.3065,151.52
13/11/2023,0.6377,1110.685,454.7615,1.0698,1.2279,133.1073,228.1388,218.3641,2162.4,57071.14,9528.25,9815.36,7902.57,7.2928,151.72
14/11/2023,0.6507,1111.528,458.568,1.0879,1.2499,133.3184,230.1271,221.8173,2184.92,57265.25,9712.01,9955,7918.16,7.2525,150.37
15/11/2023,0.6509,1097.447,458.151,1.0848,1.2416,133.9223,229.8522,220.8883,2173.11,58708.57,9729.31,10010.23,7967.57,7.2586,151.36
16/11/2023,0.647,1051.747,463.5753,1.0852,1.2414,133.9032,230.965,222.5308,2183.74,58541.67,9743.22,9979.89,7901.57,7.2487,150.73
17/11/2023,0.6515,1090.579,463.0204,1.0915,1.2462,134.3701,230.7072,222.6019,2184.78,58823.29,9755.92,10068.75,8001.02,7.2173,149.63
20/11/2023,0.6557,1116.173,462.2095,1.094,1.2505,134.4147,230.5284,222.5366,2188.31,58477.95,9829.02,10079.43,7992.61,7.1673,148.39
21/11/2023,0.6556,1118.102,467.2223,1.0911,1.2539,135.0605,231.2814,222.9077,2189.61,58418.59,9809.39,10055.03,7977.29,7.1429,148.39
22/11/2023,0.6543,1109.711,465.3037,1.0888,1.2494,134.6181,231.3039,221.2238,2189.94,58589.69,9849.74,10101.74,7963.99,7.1623,149.54
23/11/2023,0.6558,,,1.0905,1.2534,134.6181,230.4514,219.6919,2189.94,,,10123.32,7988.47,7.1522,149.56
24/11/2023,0.6585,1091.158,467.8215,1.0939,1.2603,134.1738,230.2129,218.8665,2182.11,58893.92,9855.84,10149.65,7993.4,7.1493,149.44
27/11/2023,0.6607,1083.76,470.2247,1.0954,1.2627,134.1247,231.6104,220.489,2194.63,58582.4,9836.75,10108.58,7964.04,7.1593,148.69
28/11/2023,0.6649,1104.31,476.5854,1.0993,1.2694,134.1658,232.3147,221.2419,2201.13,58513.6,9846.43,10093.74,7958.22,7.1326,147.48
29/11/2023,0.6617,1122.826,478.252,1.0969,1.2695,134.94,233.5097,222.4835,2211.46,58360.92,9838.82,10146.01,7924.29,7.1432,147.24
30/11/2023,0.6605,1095.798,476.0321,1.0888,1.2624,134.8805,232.8796,220.861,2202.96,58651.09,9879.02,10173.72,7958.25,7.1459,148.2
01/12/2023,0.6675,1071.346,483.6228,1.0884,1.271,134.7483,234.5092,221.04,2219.44,58555.88,9937.89,10257.38,8038.97,7.1242,146.82
04/12/2023,0.662,1062.3,472.8441,1.0836,1.2633,134.8153,234.9465,220.6389,2214.12,58205.16,9884.17,10252.59,8021.47,7.149,147.21
05/12/2023,0.6552,1050.21,471.5474,1.0797,1.2595,134.8825,236.8687,223.5582,2227.81,57407.43,9878.97,10340.42,7996.77,7.1734,147.15
06/12/2023,0.6549,1013.347,474.3029,1.0764,1.256,135.3813,237.5836,225.1958,2235.26,58581.09,9840.65,10411.22,8024.05,7.1742,147.31
07/12/2023,0.6602,1010.638,474.0251,1.0794,1.2594,134.3779,237.7399,224.9099,2232.36,57551.92,9920.64,10389.19,8022.64,7.1632,144.13
08/12/2023,0.6579,1034.745,466.7055,1.0763,1.2549,133.9232,236.419,224.1823,2221.9,56587.8,9961.5,10504.23,8066.16,7.1872,144.95
11/12/2023,0.6568,1038.605,462.0922,1.0765,1.2555,133.7983,236.3414,223.0742,2221.75,57435.43,10000.64,10543.43,8055.93,7.1943,146.16
12/12/2023,0.6559,1001.572,462.0443,1.0794,1.2563,134.2179,237.0299,224.989,2224.62,57526.33,10047.04,10535.12,8053.67,7.1939,145.45
13/12/2023,0.6662,1015.206,463.0627,1.0874,1.2618,134.8651,238.0923,227.8559,2250.07,57671.09,10184.38,10520.21,8059.72,7.1384,142.89
14/12/2023,0.6699,1047.238,474.1666,1.0993,1.2767,135.0341,239.3991,228.9462,2266.74,57250.55,10213.69,10541.05,8168.18,7.1236,141.89
15/12/2023,0.6699,1046.166,472.1031,1.0895,1.2681,134.8057,240.9482,230.9116,2265.76,57748.51,10213.48,10564.91,8090.64,7.1346,142.15
18/12/2023,0.6707,1065.027,473.4247,1.0924,1.2648,135.079,240.1946,231.1995,2261.52,57377.94,10259.85,10499.17,8131.34,7.1435,142.78
19/12/2023,0.6763,1082.364,476.1857,1.0981,1.2732,135.487,241.5413,232.1601,2264.8,58184.36,10320.86,10532.3,8156.49,7.1209,143.84
20/12/2023,0.673,1086.478,475.2347,1.0942,1.2639,136.5439,242.3194,233.8525,2273.3,58984.02,10170.51,10528.63,8239.41,7.1507,143.57
21/12/2023,0.6802,1079.818,476.1401,1.1011,1.269,136.2631,242.6346,234.2315,2269.95,58046.13,10275.3,10507.84,8223.12,7.1436,142.12
22/12/2023,0.6799,1075.066,480.3418,1.1014,1.2701,135.6674,242.7182,234.6842,2267.74,58096.19,10292.37,10499.97,8226.09,7.1544,142.41
25/12/2023,0.6796,,,1.1008,1.269,135.6591,,,2267.74,58245.03,,,,7.1471,142.35
26/12/2023,0.6825,1103.667,480.787,1.1042,1.2725,135.4823,,,2270.01,58335.79,10335.98,,,7.1423,142.4
27/12/2023,0.6847,1085.947,486.27,1.1105,1.2798,135.7846,243.7367,235.6968,2284.01,58993.29,10351.6,10515.99,8255.41,7.1527,141.83
28/12/2023,0.683,1053.476,484.1113,1.1061,1.2733,135.7822,242.9293,234.6074,2277.66,58836.77,10356.59,10483.49,8253.67,7.1183,141.41
29/12/2023,0.6812,1052.129,481.4639,1.1039,1.2731,135.4651,241.3724,233.5757,2277.09,58704.41,10327.83,10499.89,8264.89,7.1258,141.04
01/01/2024,0.6813,,,1.1045,1.2727,,,,,,,,,,140.89
02/01/2024,0.6761,1037.043,482.1191,1.0942,1.2617,135.4651,240.8952,231.2178,2267.91,,10269.69,10484.22,8252.36,7.1491,141.99
03/01/2024,0.6732,1069.444,475.0746,1.0922,1.2665,135.4651,241.06,230.1332,2271.48,,10187.79,10333.95,8210.48,7.1663,143.29
04/01/2024,0.6707,1060.581,476.8187,1.0945,1.2682,135.4429,239.7149,229.5128,2260.1,58395.87,10154.2,10394.08,8254.78,7.1752,144.63
05/01/2024,0.6713,1076.729,476.8421,1.0943,1.272,135.6821,239.4086,229.0595,2253.89,58552.23,10172.75,10369.68,8219.01,7.1627,144.63
08/01/2024,0.672,1041.112,473.2601,1.095,1.2748,135.6821,239.4641,228.5656,2261.18,,10316.52,10420.73,8223.91,7.1627,144.23
09/01/2024,0.6687,1060.879,473.2172,1.0931,1.271,135.8772,238.6584,228.5056,2259.32,59228.95,10302.73,10381.29,8212.97,7.1842,144.48
10/01/2024,0.67,1050.147,472.0802,1.0973,1.2742,135.9227,238.394,228.2494,2256.39,60419.28,10361.27,10385.5,8178.56,7.1832,145.76
11/01/2024,0.6688,1059.332,470.1325,1.0972,1.276,136.085,238.4869,227.4774,2264.62,61486.11,10354.69,10323.43,8099.91,7.1751,145.29
12/01/2024,0.6686,1071.262,477.6889,1.0951,1.2753,136.1478,239.4876,228.0928,2268.98,62411.04,10363.35,10411.15,8151.59,7.1893,144.88
15/01/2024,0.666,,,1.095,1.2727,136.5064,238.9018,227.9333,2268.98,62980.61,,10353.05,8119.49,7.1854,145.73
16/01/2024,0.6584,1069.686,473.0105,1.0875,1.2637,136.2915,238.5001,227.4166,2255.91,62484.84,10324.83,10334.05,8080.4,7.219,147.19
17/01/2024,0.6552,1065.018,467.5648,1.0883,1.2676,136.0745,237.3854,224.5021,2249.83,62236.74,10267.05,10233.11,7960.61,7.2218,148.16
18/01/2024,0.6573,1080.75,471.1179,1.0876,1.2706,135.4325,237.1871,225.1403,2244.87,62216.43,10358.29,10349.25,7976.57,7.216,148.16
19/01/2024,0.6597,1072.636,472.9178,1.0898,1.2703,135.0747,237.4695,225.7313,2245.34,63088.47,10486.44,10339.43,7979.61,7.2036,148.12
22/01/2024,0.657,1094.203,471.5092,1.0883,1.2709,135.1677,238.1165,226.5389,2250.53,64112.39,10509.44,10416.7,8007.18,7.1939,148.1
23/01/2024,0.658,1087.88,472.4096,1.0854,1.2687,135.4219,237.1384,224.9491,2246.29,64060.85,10540.38,10383.2,8005.06,7.1674,148.35
24/01/2024,0.6577,1095.351,470.1687,1.0885,1.2726,134.4967,237.2281,224.4659,2241.37,63550.21,10549.04,10611.52,8049.9,7.1623,147.51
25/01/2024,0.6585,1126.559,470.6071,1.0846,1.2708,134.2311,238.3099,225.033,2248.28,63567.73,10605.13,10653.7,8052.12,7.1799,147.66
26/01/2024,0.6575,1139.006,470.5141,1.0853,1.2703,134.4853,238.0201,224.7972,2245.85,62716.22,10598.23,10777.44,8164.78,7.1885,148.15
29/01/2024,0.6611,1124.736,472.6846,1.0833,1.2709,134.4076,239.1701,226.2062,2255.65,63200.16,10678.5,10786.82,8162.27,7.1875,147.5
30/01/2024,0.6602,1134.29,474.2099,1.0845,1.27,134.569,238.3423,226.0743,2258.45,63271.87,10672.95,10841.08,8198.17,7.1869,147.61
31/01/2024,0.6568,1108.767,478.0942,1.0818,1.2688,134.3937,240.1858,228.0815,2270.7,63659.32,10501.38,10807.83,8159.95,7.1872,146.92
01/02/2024,0.6572,1083.237,479.0195,1.0872,1.2744,134.7225,240.5837,229.2008,2283.48,63176.44,10633.14,10785.04,8150.96,7.1878,146.43
02/02/2024,0.6512,1064.882,475.0649,1.0788,1.2631,135.0736,238.7406,225.9425,2262.06,63433.33,10747.25,10822.13,8143.88,7.2147,148.38
05/02/2024,0.6483,1074.467,472.7743,1.0743,1.2536,134.5869,237.4008,223.7834,2245.7,63777.43,10713.11,10825.44,8141.01,7.2201,148.68
06/02/2024,0.6523,1082.089,474.8106,1.0755,1.2598,134.6083,237.8463,225.6688,2254.9,63437.97,10738.17,10908.21,8213.89,7.2014,147.94
07/02/2024,0.652,1090.819,474.9495,1.0772,1.2626,134.767,237.7671,225.6784,2251.65,63366.5,10826.81,10880.27,8158,7.2128,148.18
08/02/2024,0.6492,1121.26,474.1394,1.0778,1.2617,134.8721,236.8525,224.2191,2245.79,64670.6,10834.36,10954.51,8122.42,7.2152,149.32
09/02/2024,0.6524,1128.753,472.0788,1.0784,1.2628,134.662,236.466,223.7015,2243.82,64730.49,10897.61,10974.86,8097.94,7.2187,149.29
12/02/2024,0.6531,1127.866,470.9662,1.0772,1.2629,134.662,236.9478,224.203,2245.64,,10887.41,11045.79,8099.12,7.2152,149.35
13/02/2024,0.6453,1135.78,465.0583,1.0709,1.2592,134.5587,236.6535,223.0617,2226.79,66601.58,10739.81,10913.28,8033.45,7.2314,150.8
14/02/2024,0.6491,1121,464.4544,1.0727,1.2566,134.3405,237.5238,224.4561,2233.22,66144.31,10844.72,10959.68,8093.47,7.2243,150.58
15/02/2024,0.6525,1137.358,466.9786,1.0772,1.26,134.5105,237.7771,224.4405,2237.22,66941.87,10910.31,11038.7,8138.58,7.2176,149.93
16/02/2024,0.6531,1145.553,469.1792,1.0777,1.2602,134.5727,237.1478,223.4444,2230.79,67519.57,10859.63,11091.01,8260.9,7.2128,150.21
19/02/2024,0.654,,,1.0779,1.2594,134.5724,236.9577,223.4413,2230.79,67489.99,,11085.01,8278.89,7.2114,150.13
20/02/2024,0.6549,1129.055,473.0929,1.0808,1.2623,134.7368,237.602,224.5448,2234.3,67302.68,10794.8,11078.52,8268.93,7.2017,150.01
21/02/2024,0.6551,1137.671,471.8865,1.0819,1.2638,134.8628,236.5861,223.9688,2228.41,67124.7,10808.93,11113.5,8208.2,7.1994,150.3
22/02/2024,0.6557,1146.012,471.1204,1.0823,1.266,134.9457,236.8334,224.091,2228.64,68592.24,11037.82,11299.78,8248.87,7.2021,150.53
23/02/2024,0.6562,1119.851,475.5277,1.0821,1.2672,134.9457,237.8455,224.6811,2237.03,,11041.9,11339.85,8272.27,7.2057,150.51
26/02/2024,0.654,1132.4,473.3,1.0851,1.2685,135.2617,236.8933,224.3763,2234.69,68829.13,11000.5,11321.67,8248.67,7.2112,150.7
